Column1,after_arousal,before_arousal,after_valence,before_valence,weekend,sun,commute,occupants,length,flow,speed,sudden_events,steering,braking,ID
425,1.45307E+13,5.66672E+14,-1.92896E+14,-4.63364E+14,0,-9.08791E+14,0,0,-3.01959E+14,-2.77962E+14,-1.88885E+14,-4.84039E+14,1.92327E+14,2.57556E+14,3
426,1.45307E+13,1.44379E+14,1.61854E+14,-4.52205E+12,0,-7.09413E+14,1,0,1.57385E+14,8.09755E+14,1.25153E+14,3.52757E+14,-8.57282E+14,1.22064E+14,3
427,2.27963E+14,1.44379E+14,3.39229E+14,-2.24425E+14,0,1.48375E+14,0,0,-3.03372E+14,-1.7005E+14,-1.01291E+14,-1.26819E+14,-4.15266E+14,-8.16558E+14,3
428,6.87378E+14,1.44379E+14,-6.06771E+14,-6.42568E+14,0,1.12886E+14,0,0,-3.07898E+14,-3.55626E+14,-9.60573E+14,-1.12603E+14,-9.271E+14,8.70871E+14,3
429,1.29993E+14,1.44379E+14,-2.20315E+14,-2.8416E+14,0,1.44786E+14,0,0,1.13843E+14,-1.20106E+14,-5.10728E+14,4.55886E+14,1.77308E+14,8.63372E+14,3
430,1.45307E+13,1.44379E+14,-1.55212E+14,-2.8416E+14,0,-9.08791E+14,1,0,2.80808E+14,1.84241E+14,-3.20752E+14,-1.60925E+14,1.30042E+14,-2.95963E+14,3
431,1.45307E+13,1.44379E+14,-1.02065E+14,-1.95673E+14,0,-8.4499E+14,0,0,2.70041E+14,-7.56575E+13,-7.91937E+14,1.29193E+14,2.13195E+14,1.09145E+14,3
432,1.45307E+13,3.47393E+14,-4.29396E+14,-5.23099E+14,0,-3.30594E+14,0,0,-3.15809E+14,-2.15051E+13,-7.94374E+14,-1.26292E+14,1.35339E+14,3.65522E+14,3
433,1.35098E+14,5.66672E+14,-6.06771E+14,7.42491E+13,0,-9.08791E+14,0,0,-3.00591E+14,1.08519E+13,-9.65597E+14,-1.35008E+14,5.42421E+14,1.01617E+14,3
434,6.87378E+14,-2.00805E+13,3.39229E+14,-1.04955E+14,1,1.48375E+14,0,0,-2.46851E+14,-5.87387E+14,-8.10651E+14,-8.79065E+12,-2.56086E+14,1.23936E+14,3
435,1.40202E+14,-7.49004E+14,-1.33771E+13,1.80656E+14,1,1.48375E+14,0,0,-2.94301E+14,-2.05335E+14,-1.04615E+14,-1.33829E+14,3.08262E+14,9.47967E+14,3
436,-5.3773E+14,8.40772E+14,1.81735E+14,7.42491E+13,0,-9.08791E+14,0,0,-3.23188E+14,-1.94767E+14,-1.5338E+14,-1.43724E+14,-4.58845E+14,4.00945E+14,3
437,1.45307E+13,1.06005E+14,-7.46462E+14,7.42491E+13,0,-9.08791E+14,1,0,1.36991E+14,3.9628E+12,-2.01147E+14,-3.38259E+14,7.43903E+14,-7.37461E+14,3
438,1.45307E+13,1.44379E+14,-4.29396E+14,-4.52205E+12,0,-9.08791E+14,0,0,6.91444E+14,1.37035E+14,-3.52827E+14,1.98469E+14,2.68591E+12,-1.95478E+14,3
439,1.45307E+13,1.44379E+14,-2.52021E+13,-1.04955E+14,0,-9.08791E+14,0,0,-2.5399E+14,-4.78498E+14,-7.51528E+13,-1.05928E+14,-3.73769E+14,-3.06261E+14,3
440,1.45307E+13,1.44379E+14,-1.33771E+13,-5.23099E+14,0,-8.96829E+14,1,0,-1.13619E+14,4.35743E+14,-1.94391E+14,8.80044E+14,4.15402E+14,-4.31021E+14,3
441,1.19784E+14,1.44379E+14,4.36038E+14,-5.82833E+14,0,-9.08791E+14,1,0,-3420173997,1.52024E+14,-3.04995E+14,-1.27194E+14,3.52841E+14,-2.71735E+14,3
442,1.45307E+13,1.44379E+14,-1.55212E+14,-1.6469E+14,0,8.09852E+14,0,0,-3.11393E+14,-1.24349E+14,-1.44311E+13,-1.33575E+14,-6.52396E+13,1.45295E+14,3
443,1.45307E+13,1.44379E+14,-7.25021E+14,-7.02303E+14,0,1.02917E+14,0,0,-3.18299E+14,1.06103E+13,-6.89517E+14,-1.35598E+14,1.01674E+14,-3.93088E+14,3
444,1.45307E+13,1.44379E+14,-1.33771E+13,-3.43894E+14,0,1.48375E+14,0,0,-2.83609E+14,-1.74123E+14,-1.63805E+14,-1.16111E+14,3.68606E+14,5.32819E+14,3
445,1.45307E+13,1.44379E+14,-1.55212E+14,-4.52205E+12,0,4.42995E+14,0,0,-1.88299E+14,-1.13634E+14,-1.16247E+14,-5.27668E+14,1.2759E+14,2.05138E+14,3
446,1.45307E+13,1.44379E+14,-1.55212E+14,2.53453E+14,0,-9.08791E+14,0,0,-2.63307E+14,9.03209E+14,-4.44353E+13,-1.27471E+14,8.91379E+14,-6.95883E+14,3
447,1.24889E+14,5.11853E+14,-1.55212E+14,-1.04955E+14,1,-7.69226E+14,0,0,-3.08903E+14,-2.50375E+14,-1.77111E+14,-4.1482E+14,1.35322E+14,1.09484E+14,3
448,1.45307E+13,1.44379E+14,-7.25021E+14,-7.62038E+14,0,-9.08791E+14,0,0,-2.55604E+14,-1.17981E+14,-1.35353E+14,-9.69392E+14,1.36104E+14,-3.80924E+13,3
449,1.40202E+14,1.44379E+14,-5.47646E+14,-4.63364E+14,0,1.22456E+14,0,0,2.61355E+14,-6.73772E+14,1.89034E+14,1.48687E+14,-3.55664E+13,-6.11749E+13,3
450,-7.41914E+14,-1.45985E+14,-3.11146E+14,8.50801E+14,0,1.48375E+14,0,0,-4.3711E+14,-1.05875E+14,1.44452E+14,7.07974E+14,-4.81684E+14,3.48103E+13,3
451,-1.09924E+14,-1.73576E+14,-5.47646E+14,-1.18018E+14,0,1.48375E+14,0,0,-1.35402E+14,-1.13704E+12,1.52896E+14,-7.96701E+14,-4.17145E+14,-4.52691E+13,3
452,-1.09924E+14,-1.2972E+14,4.36038E+14,-1.18018E+14,0,1.48375E+14,0,0,-1.12766E+14,-5.79147E+14,-6.36554E+14,3.30711E+14,-1.00019E+14,8.94423E+13,3
453,-4.86684E+14,-6.94184E+14,2.20979E+14,1.33984E+14,0,-9.08791E+14,0,0,-1.42755E+14,-2.03385E+14,-4.15573E+14,-4.37016E+14,-3.31923E+14,4.32135E+14,3
454,-7.92961E+14,-8.58643E+14,-1.25715E+14,-7.62038E+14,1,4.82258E+14,0,1,-1.07171E+14,6.2664E+14,2.27756E+14,-5.27009E+14,-5.76183E+13,-8.70324E+12,3
455,-9.46099E+14,-9.68283E+14,-1.1389E+14,-8.81507E+14,0,-4.30283E+14,0,0,-2.00956E+14,2.44367E+14,-5.27644E+14,4.42623E+13,-3.07777E+14,1.01692E+14,3
456,-9.46099E+14,-1.07792E+14,-4.29396E+14,-2.8416E+14,0,1.44388E+14,0,0,-7.30125E+12,-1.52947E+14,7.19256E+14,-8.23266E+14,-7.24085E+14,-4.77888E+14,3
457,-1.25238E+14,-1.2972E+14,-1.78927E+14,-6.42568E+14,0,1.48375E+14,0,0,8.12178E+14,2.76919E+12,-2.64233E+14,5.58131E+14,-4.15294E+14,-1.63306E+14,3
458,-4.86684E+14,-1.18756E+14,-1.49365E+14,-2.24425E+14,0,1.48375E+14,0,0,-1.19127E+14,9.25004E+14,-2.7643E+14,-1.68517E+14,-2.9677E+14,-3.75301E+14,3
459,-1.25238E+14,-1.2972E+14,-1.31627E+14,-1.12045E+14,0,-9.08791E+14,1,0,-2.95238E+13,-5.54606E+12,9.1672E+14,7.65329E+14,-8.07349E+14,2.23129E+14,3
460,-1.71179E+14,-2.50324E+14,-1.43452E+14,-1.59832E+14,0,-9.08791E+14,0,0,7.87733E+14,-1.46962E+14,-1.16809E+14,1.10923E+14,-5.14957E+14,2.05779E+14,3
461,-9.97145E+14,-1.90022E+14,-1.33771E+13,-2.24425E+14,0,-9.08791E+14,0,0,-1.88967E+14,-1.46867E+14,1.8484E+14,-8.72074E+14,-4.76984E+14,-1.02703E+14,3
462,-1.04819E+14,-1.24238E+13,-3.11146E+14,-2.24425E+14,0,-9.08791E+14,0,1,-2.71724E+14,-5.67757E+14,-3.83962E+14,-8.94151E+14,4.48066E+14,1.54171E+14,3
463,-2.01807E+12,-2.17432E+14,-1.67102E+14,-1.71779E+14,1,-9.08791E+14,0,1,-4.37369E+14,-3.42145E+14,1.82405E+14,9.86523E+14,-1.77114E+14,-3.25565E+14,3
464,-2.83481E+14,-3.10626E+14,-1.96665E+14,-2.01647E+14,1,-9.08791E+14,0,1,-9.39237E+14,-3.03336E+14,2.2749E+14,-2.6841E+14,-5.12734E+13,-3.57042E+14,3
465,-1.25238E+14,-8.03823E+14,-4.88521E+14,1.45143E+14,0,-9.08791E+14,1,0,-1.29521E+14,7.46141E+14,1.14589E+14,-4.10899E+14,-5.21042E+14,-1.18573E+14,3
466,-3.84591E+14,-3.63457E+14,-3.11146E+14,-2.24425E+14,0,-9.08791E+14,0,0,-2.85846E+14,-8.6758E+14,-1.18186E+14,-1.15522E+14,-2.13009E+14,1.87808E+14,3
467,-9.46099E+14,-1.8454E+14,-1.19802E+14,-1.12045E+14,0,-9.08791E+14,1,0,7.51487E+14,-1.46556E+14,-6.88902E+14,-5.6339E+14,-7.32881E+14,-2.22226E+14,3
468,-1.50761E+14,-8.03823E+14,-2.02577E+14,-2.01647E+14,0,-9.08791E+14,0,0,-2.28092E+14,9.44242E+14,-2.18455E+14,3.32738E+14,-4.92376E+14,2.07999E+14,3
469,-7.92961E+14,-1.46166E+14,-7.25021E+14,-2.37488E+14,0,-9.08791E+14,0,0,4.86483E+14,8.93102E+14,1.4787E+14,1.0856E+14,-3.56242E+14,-2.46727E+14,3
470,2.37779E+12,-1.45985E+14,-1.33771E+13,1.33984E+14,0,-8.68916E+14,0,0,-7.20788E+14,8.57491E+14,-1.56433E+14,3.64006E+14,-2.03616E+14,1.02362E+14,3
471,-1.66075E+14,-1.73576E+14,-1.25715E+14,-1.95673E+14,1,1.20462E+14,0,0,-2.27457E+14,-2.86224E+13,-6.21404E+14,-6.99676E+13,8.40316E+14,2.49588E+14,3
472,-1.09924E+14,-1.35202E+14,-2.7944E+14,-2.0762E+14,0,1.48375E+14,1,0,-4.85187E+14,-4.35709E+14,2.3453E+13,-3.10397E+14,-5.10387E+14,-4.99818E+13,3
473,-9.97145E+14,-1.13274E+14,-7.25021E+14,7.42491E+13,0,-9.08791E+14,0,0,2.10909E+14,8.41251E+14,2.11654E+14,8.21237E+14,-5.52537E+14,-3.61546E+14,3
474,-2.82499E+14,4.02213E+14,-1.3754E+13,-4.63364E+14,0,1.48375E+14,1,0,1.56271E+14,-1.53865E+14,-8.01012E+14,-3.70216E+14,-4.27534E+14,8.96483E+14,3
475,1.2587E+13,1.28114E+14,5.75729E+14,5.52127E+14,0,1.48375E+14,1,0,9.48443E+14,-9.22045E+14,-1.97582E+14,1.35927E+14,-6.15726E+14,4.76968E+14,3
476,4.32147E+14,1.84741E+14,3.39229E+14,-3.43894E+14,0,1.404E+14,0,0,-2.35588E+14,1.07578E+14,-4.09868E+14,-1.00733E+14,-3.21372E+14,-8.60439E+14,3
477,-1.80407E+14,-9.13463E+14,1.61854E+14,-7.02303E+14,0,1.48375E+14,1,0,-1.0116E+14,4.74969E+14,8.00331E+14,-7.94858E+14,-4.67357E+14,-4.52519E+14,3
478,2.37779E+12,-2.00805E+13,3.98354E+14,2.53453E+14,0,-9.08791E+14,1,0,-8.5248E+14,5.62058E+14,5.87692E+14,-1.64417E+14,-5.79425E+14,-4.59468E+14,3
479,-2.17121E+13,-2.17432E+14,-1.78927E+14,-2.79302E+14,0,6.46361E+14,1,0,-8.28748E+13,3.49378E+14,6.81279E+14,-7.97586E+14,-7.65876E+14,-5.90557E+14,3
480,-5.3773E+14,-8.58643E+14,-9.61521E+14,1.33984E+14,0,-9.08791E+14,1,0,-1.17967E+14,4.5083E+14,9.32698E+14,-7.22368E+14,-5.92872E+14,-9.7789E+14,3
481,-2.72682E+14,-3.63457E+14,-9.61521E+14,-4.03629E+14,1,-6.69537E+14,0,0,-2.74415E+14,9.61691E+14,-4.47789E+14,-1.18438E+14,-1.03092E+13,1.09206E+14,3
482,-5.3773E+14,-6.39364E+14,-9.61521E+14,-7.62038E+14,1,-8.2904E+14,0,0,-2.78085E+14,7.5099E+14,-2.00432E+14,-1.05944E+14,-3.39693E+14,-1.0359E+14,3
483,-6.90868E+14,-6.39364E+14,-3.70271E+14,-8.81507E+14,1,-9.08791E+14,0,1,-1.04849E+14,5.85724E+14,2.22259E+14,4.97622E+14,-5.73341E+14,-6.61404E+14,3
484,-1.35447E+14,-1.68094E+14,-9.02396E+13,-7.62038E+14,1,-9.08791E+14,0,1,-8.89893E+14,-9.44095E+14,2.19145E+14,-6.38161E+14,-5.40855E+13,-5.06622E+14,3
485,-1.09924E+14,-1.35202E+14,-1.1389E+14,-1.41912E+14,0,-9.08791E+14,1,0,-1.21526E+14,7.46306E+14,1.03031E+14,-6.71505E+14,-7.31883E+13,-5.23857E+14,3
486,-8.44007E+14,-1.0231E+14,-6.06771E+14,-7.02303E+14,0,1.12487E+14,0,0,-2.29428E+13,1.0933E+14,-1.48877E+14,-5.49654E+13,-6.16723E+14,9.05321E+14,3
487,-9.46099E+14,-1.0231E+14,-3.11146E+14,1.45143E+14,0,-9.08791E+14,0,0,-4.6765E+14,1.82273E+14,7.57682E+14,1.92874E+13,-5.11031E+14,-9.37941E+14,3
488,-1.45656E+14,-9.13463E+14,-1.07977E+14,-4.03629E+14,0,-9.08791E+14,1,0,-1.15133E+14,3.91788E+14,8.82862E+14,-4.95623E+14,-6.09683E+14,-5.54527E+14,3
489,-1.91598E+14,-1.2972E+14,-1.90752E+12,-1.18018E+14,0,8.4574E+14,0,0,1.67174E+14,-3.4304E+14,-2.14871E+14,2.73137E+14,-9.2519E+14,-1.89559E+14,3
490,-1.55865E+14,-1.79058E+13,-1.67102E+14,-1.83726E+14,0,-9.08791E+14,1,0,-1.175E+14,5.79105E+13,1.01665E+14,-6.30401E+14,-5.69708E+14,-7.98235E+14,3
491,-3.33545E+14,-6.94184E+14,-1.96665E+14,-7.62038E+14,0,1.48375E+14,1,0,-9.98047E+14,1.54717E+14,5.45575E+14,-6.51282E+14,-7.12647E+14,2.90999E+14,3
492,-3.84591E+14,-4.20085E+14,6.93979E+14,3.13188E+14,0,-1.11277E+14,0,1,1.21364E+14,-6.52868E+14,-6.58211E+13,5.59278E+14,-7.25309E+13,1.18302E+14,3
493,-6.39822E+14,-2.00805E+13,-7.46462E+14,-6.42568E+14,0,1.36412E+14,0,0,-1.05284E+14,8.41251E+14,1.39994E+14,-6.63776E+14,-2.80014E+14,-7.15394E+14,3
494,-2.31453E+14,-5.29724E+14,-1.1389E+14,-2.24425E+14,1,3.27356E+14,0,1,-2.65564E+14,9.90954E+14,-3.95945E+14,-6.71871E+14,2.43997E+14,-8.59258E+14,3
495,-3.33545E+14,-3.65265E+14,-1.55277E+14,-7.62038E+14,1,1.00524E+14,0,1,-2.60026E+14,7.7232E+13,-5.00764E+14,-8.0927E+14,2.691E+14,-4.1074E+14,3
496,-3.84591E+14,-7.49004E+14,-6.65896E+14,-1.897E+14,1,1.00524E+14,0,1,-9.01499E+14,2.34334E+14,2.55134E+14,-2.40707E+14,-4.40331E+14,-1.14996E+14,3
497,-9.97145E+14,-1.13274E+14,-1.73015E+14,-8.81507E+14,1,-9.08791E+14,0,1,-1.08928E+14,1.85927E+14,2.55474E+14,-2.68847E+14,-5.11246E+14,-6.50431E+14,3
498,-6.39822E+14,-1.2972E+14,-1.3754E+13,-2.61382E+14,0,-9.08791E+14,1,0,-6.23786E+14,-8.93234E+14,4.08518E+14,5.84046E+14,-6.43735E+14,-5.31733E+14,3
499,-2.01807E+12,-2.06468E+13,-1.73015E+14,-1.53859E+14,0,-9.08791E+14,1,0,-8.55398E+14,3.10484E+13,7.08293E+14,-3.60637E+14,-6.44556E+14,-2.66403E+14,3
500,-7.41914E+14,-1.13274E+14,-5.47646E+14,-1.06071E+14,0,1.44388E+14,1,0,-8.81723E+14,4.53534E+14,7.09388E+14,-4.11556E+14,2.54815E+14,-1.07515E+14,3
501,-8.44007E+14,-1.24238E+13,-1.92896E+14,-2.8416E+14,0,-9.08791E+14,1,0,-1.27596E+13,8.42344E+14,1.16642E+14,1.75012E+14,-5.60653E+14,-8.92134E+14,3
502,-1.55865E+14,-2.33878E+14,-1.19802E+14,-1.18018E+14,0,-9.08791E+14,1,0,3.72946E+14,6.198E+14,-2.28646E+14,1.97861E+14,-2.36024E+14,1.64401E+14,3
503,2.79009E+14,7.32939E+14,1.61854E+14,-1.6469E+14,0,5.6661E+14,0,0,-1.42237E+13,1.51753E+13,-1.05479E+14,7.46766E+14,-1.84722E+14,-7.0217E+14,3
504,-1.40551E+14,-1.90022E+14,-1.1389E+14,-9.41242E+14,0,3.99132E+14,0,0,-1.79001E+14,1.47162E+14,1.53105E+14,-3.1052E+14,-3.81266E+14,-2.28186E+14,3
505,-6.39822E+14,-6.39364E+14,-1.1389E+14,-8.21772E+14,0,1.48375E+14,0,0,-1.76051E+14,1.34785E+14,2.9741E+14,-8.9743E+14,-1.13271E+14,-4.01187E+14,3
506,-2.17121E+13,-2.3936E+14,-2.43965E+13,-2.67355E+14,0,-8.37015E+14,0,0,-2.57861E+14,8.23845E+13,-7.51604E+14,-1.27177E+14,8.85788E+14,-3.48577E+13,3
507,-5.88776E+14,-6.39364E+14,-6.65896E+14,-1.04955E+14,1,8.81015E+14,0,0,-2.21044E+14,-6.73255E+14,-8.6944E+14,5.17429E+14,2.48595E+14,4.90636E+14,3
508,-5.88776E+14,-6.39364E+14,-7.25021E+14,-7.02303E+14,1,1.39204E+14,0,0,-2.93646E+14,-1.02047E+14,-1.30204E+14,-1.28356E+14,-6.45957E+14,2.02097E+14,3
509,2.27963E+14,-1.45985E+14,-1.1389E+14,-8.81507E+14,1,1.28437E+14,0,0,-9.21924E+14,2.2945E+14,2.57482E+14,9.3463E+14,-7.83709E+14,-4.05686E+14,3
510,-4.86684E+14,4.57033E+14,-5.47646E+14,-3.43894E+14,1,1.35216E+14,0,0,-4.8373E+14,-1.48596E+14,1.27878E+14,-4.68021E+14,-3.8089E+14,6.56786E+14,3
511,-2.82499E+14,-4.74904E+14,-7.46462E+14,-4.63364E+14,1,1.44388E+14,0,0,-2.61511E+14,6.55049E+14,-5.47044E+14,-7.72062E+13,-4.6547E+13,-3.84944E+13,3
512,-1.6097E+14,-1.79058E+13,-1.3754E+13,-1.12045E+14,0,1.48375E+14,1,0,-7.79534E+14,-1.38544E+14,4.88427E+14,-6.52477E+14,-8.12765E+14,-4.47324E+13,3
513,-8.95053E+14,-1.40684E+14,-2.0849E+14,-3.21116E+14,0,-7.09413E+14,0,0,-1.82256E+14,-1.55071E+14,-7.16948E+14,2.77857E+14,-6.37746E+14,1.52747E+14,3
514,-2.72682E+14,7.32939E+14,-5.47646E+14,-5.82833E+14,0,4.46983E+14,1,0,-1.17428E+14,7.79111E+14,1.03474E+14,-4.09916E+13,-6.48568E+14,-1.43009E+14,3
515,-3.33545E+14,-5.84544E+14,-3.11146E+14,-4.03629E+14,0,1.32425E+13,0,1,-2.66212E+14,-2.28665E+14,-1.67846E+14,-1.28234E+14,5.65391E+14,3.24299E+13,3
516,-8.95053E+14,-7.49004E+14,-4.88521E+14,7.42491E+13,0,1.27977E+14,1,1,1.89577E+14,-1.04709E+14,1.71204E+14,8.01841E+14,-6.55359E+14,8.64496E+14,3
517,-1.15028E+13,-1.24238E+13,-7.25021E+14,-5.23099E+14,0,1.67853E+14,0,0,-1.55412E+14,-8.23594E+14,1.77884E+14,-7.63261E+14,-6.11104E+14,-8.13385E+14,3
518,-1.55865E+14,-2.6677E+14,-2.49877E+14,-2.79302E+14,0,1.27977E+14,0,0,-1.99102E+14,1.29898E+14,7.11718E+14,5.82744E+14,-9.05508E+13,-7.57694E+14,3
519,-7.41914E+14,-1.5713E+14,-7.25021E+14,-4.63364E+14,0,-9.08791E+14,1,0,-8.58899E+13,8.61395E+14,6.16676E+14,2.68482E+14,-6.41887E+14,-6.26467E+14,3
520,1.76916E+14,2.92573E+14,-6.06771E+14,-1.18018E+14,0,1.28437E+14,1,0,-1.00226E+14,4.52489E+14,7.97559E+14,-4.73501E+14,-6.83478E+14,-8.6569E+14,3
521,-1.35447E+14,-1.18756E+14,-1.6119E+14,-8.81507E+14,0,-9.08791E+14,1,0,-8.21551E+14,4.86238E+14,7.40742E+14,1.77145E+14,-5.6087E+14,-1.0543E+14,3
522,-1.15028E+13,-9.13463E+14,-1.49365E+14,-1.77753E+14,1,-9.08791E+14,0,1,-9.90396E+14,-1.1812E+14,7.96789E+11,1.42174E+14,-5.55599E+14,-6.87153E+14,3
523,-9.97145E+14,-1.18756E+14,-2.3214E+14,-1.23992E+14,1,-9.08791E+14,0,1,-2.06643E+13,-9.60377E+13,-1.11245E+14,-6.00021E+14,-5.37398E+14,1.01106E+13,3
524,-2.06911E+14,-2.1195E+14,-1.19802E+14,-1.29965E+13,1,-9.08791E+14,0,1,-1.31648E+13,-5.21631E+13,2.10831E+14,-2.35951E+14,-6.54278E+14,-1.09618E+14,3
525,-1.66075E+14,-1.73576E+14,-1.1389E+14,-2.13594E+14,1,-9.08791E+14,0,1,-2.57964E+13,3.4003E+14,-6.46909E+14,-8.18932E+14,3.05894E+14,-1.61798E+14,3
526,-1.09924E+14,-1.46166E+14,-1.8484E+14,-2.01647E+14,1,-9.08791E+14,0,0,-2.67457E+14,1.2285E+14,-3.52485E+13,-1.06962E+13,1.25556E+13,6.18308E+14,3
527,-7.92961E+14,-8.03823E+14,-3.11146E+14,-2.8416E+14,1,-9.08791E+14,0,0,-2.70116E+12,3.77068E+14,-2.19857E+14,-1.00701E+14,-2.78129E+14,-2.7514E+14,3
528,-9.46099E+14,-9.68283E+14,-7.25021E+14,-4.63364E+14,0,-9.08791E+14,1,0,-1.07424E+14,4.6711E+14,8.9151E+14,-1.42295E+14,-5.59417E+14,-1.04907E+14,3
529,-7.41914E+14,-1.07792E+14,-1.3754E+13,-1.06071E+14,0,-9.08791E+14,1,0,4.08025E+14,6.21932E+14,-1.56598E+14,2.95379E+14,-6.20023E+12,1.95293E+14,3
530,-5.88776E+14,-9.13463E+14,4.36038E+14,1.33984E+14,0,-9.08791E+14,0,0,-2.4012E+14,-7.9705E+14,-1.04275E+14,-1.78001E+14,-5.17654E+14,1.51237E+14,3
531,-3.33545E+14,-5.29724E+14,-2.52021E+13,-2.8416E+14,0,1.48375E+14,0,0,-1.62733E+14,-6.73829E+14,1.98459E+14,-7.3483E+14,-6.09745E+14,-6.0817E+13,3
532,-6.39822E+14,-3.65265E+14,-6.65896E+14,-4.03629E+14,0,1.44388E+14,0,0,-1.58557E+13,4.17197E+14,5.91209E+14,-3.04189E+14,-5.99115E+14,-2.2566E+14,3
533,-5.3773E+14,-9.68283E+14,-1.67102E+14,-6.42568E+14,0,-9.08791E+14,0,0,-2.44011E+14,1.35374E+14,-2.15684E+14,-2.53171E+14,-4.65913E+14,-2.07413E+14,3
534,-4.35638E+14,-2.00805E+13,-1.07977E+14,-1.6469E+14,0,1.48375E+14,1,0,-1.03669E+14,5.46397E+13,8.41165E+13,-1.75622E+13,-6.99822E+14,-3.09505E+14,3
535,-2.2733E+14,-2.50324E+14,-2.02577E+14,-2.19567E+14,0,-7.89164E+13,1,0,-1.194E+14,6.9192E+14,1.01043E+14,-7.67086E+14,-7.30627E+14,-5.00847E+14,3
536,-1.6097E+14,-1.35202E+14,-1.3754E+13,-1.00098E+14,0,-9.08791E+14,1,0,-8.2181E+14,2.10228E+14,6.59494E+14,1.52826E+14,-6.49785E+14,-1.02792E+14,3
537,-1.76284E+14,-2.99662E+14,-1.1389E+14,-2.0762E+14,0,4.46983E+14,1,0,-9.22962E+14,3.27105E+14,6.872E+14,-7.80115E+14,-7.29092E+14,2.95622E+14,3
538,-1.40551E+14,-1.51648E+12,-2.02577E+14,-1.77753E+14,0,-9.08791E+14,1,0,-1.20333E+14,7.39078E+13,1.08348E+14,-6.20464E+13,-5.06432E+14,-1.09039E+13,3
539,-1.09924E+14,-1.07792E+14,-6.65896E+14,-1.00098E+14,0,-1.91029E+14,1,0,-1.18135E+14,8.17265E+14,1.05997E+14,-9.51118E+14,-7.34405E+14,-7.95224E+14,3
540,-1.04819E+14,-1.0231E+14,-1.67102E+14,-2.0762E+14,0,-9.08791E+14,0,0,-2.19196E+14,7.21825E+14,-3.09273E+14,9.35146E+14,-5.85879E+14,7.17908E+14,3
541,-1.35447E+14,-9.13463E+14,-1.55277E+14,-4.63364E+14,0,-9.08791E+14,0,0,3.57644E+14,1.85678E+14,5.94205E+14,-4.00277E+14,-4.16787E+14,-5.70094E+14,3
542,-2.83481E+14,-2.72252E+14,-6.65896E+14,-1.47885E+14,0,-9.08791E+14,0,0,-1.3679E+14,7.31371E+14,1.19148E+14,9.12342E+14,-5.66547E+13,-9.53941E+14,3
543,-8.95053E+14,-1.24238E+13,-1.78927E+14,-1.71779E+14,0,-9.08791E+14,0,0,-2.26828E+14,6.87546E+14,-3.23212E+14,-5.78401E+14,-4.25431E+14,1.15517E+14,3
544,-1.09924E+14,-1.2972E+14,-1.07977E+14,-5.82833E+14,0,-9.08791E+14,0,0,1.60395E+14,1.64268E+14,2.40405E+14,6.44934E+14,-3.64611E+14,-4.90833E+14,3
545,-9.46099E+14,-1.13274E+14,-1.43452E+14,-1.06071E+14,0,-9.08791E+14,1,0,-9.58624E+14,2.03932E+14,6.28985E+14,2.26074E+14,-8.06387E+14,6.6899E+14,3
546,-9.97145E+14,-1.2972E+14,-1.73015E+14,-1.00098E+14,0,1.32425E+13,1,0,-8.2583E+14,5.31242E+14,4.53833E+14,-1.90568E+14,-4.21997E+14,5.99517E+14,3
547,-1.45656E+14,-1.90022E+14,-6.06771E+14,-6.42568E+14,0,-9.08791E+14,0,0,-1.26934E+14,5.12266E+14,1.03738E+14,-4.4951E+14,-5.62161E+14,-4.36239E+13,3
548,-8.44007E+14,-9.13463E+14,-4.88521E+14,1.45143E+14,1,-9.08791E+14,0,0,-5.01237E+13,1.15799E+14,2.65695E+14,-6.49828E+14,-5.50253E+14,-5.22364E+14,3
549,-1.30342E+13,-1.13274E+14,-8.43271E+14,-7.02303E+14,1,-9.08791E+14,0,0,-2.81599E+14,8.63468E+14,4.93191E+14,-1.08828E+14,-1.9941E+14,-3.29765E+14,3
550,-1.20133E+14,-2.1195E+14,-1.25715E+14,-1.65806E+14,0,-9.08791E+14,1,0,-1.17837E+13,3.40455E+14,1.60646E+14,-3.45137E+14,-3.62559E+14,-6.60909E+14,3
551,-1.6097E+14,-1.40684E+14,-8.43271E+14,-5.23099E+14,0,-9.08791E+14,1,0,-8.57537E+14,7.26281E+14,6.22342E+14,1.8848E+14,-6.10661E+13,1.01006E+14,3
552,-5.3773E+14,-8.03823E+14,-1.55212E+14,-9.41242E+14,0,1.48375E+14,1,0,-2.12631E+14,-2.76405E+14,1.28622E+14,3.09707E+14,-5.73241E+14,2.46982E+14,3
553,2.37779E+12,1.28114E+14,-1.92896E+14,-2.24425E+14,0,1.48375E+14,0,0,-1.51749E+14,1.26482E+14,1.38049E+13,-5.12364E+14,-3.57186E+14,-8.3921E+14,3
554,-7.41914E+14,-9.13463E+14,-3.70271E+14,-7.62038E+14,0,1.48375E+14,1,0,4.59703E+14,-1.32724E+14,-4.37257E+14,3.17393E+14,-7.76023E+14,1.85234E+14,3
555,-7.41914E+14,-7.49004E+14,-1.07977E+14,-7.02303E+14,0,-9.08791E+14,0,0,-2.04912E+14,-8.17322E+14,-1.0514E+14,-3.65411E+14,-2.61392E+14,1.6813E+14,3
556,-1.45656E+14,-2.44842E+14,-1.78927E+14,-1.77753E+14,0,-9.08791E+14,0,0,-5.8579E+14,3.29294E+14,6.45153E+14,5.06186E+14,-4.71878E+14,-1.93608E+14,3
