Column1,after_arousal,before_arousal,after_valence,before_valence,weekend,sun,commute,occupants,length,flow,speed,sudden_events,steering,braking,ID
871,9.42609E+14,-6.39364E+14,3.39229E+14,7.31332E+14,0,3.27356E+14,1,0,-1.7762E+14,-2.24795E+14,-7.40864E+14,-4.72955E+14,-3.34259E+14,1.53116E+14,6
872,-3.84591E+14,-9.68283E+14,-9.02396E+13,-1.53859E+14,0,-9.08791E+14,0,0,-7.83489E+14,7.49967E+14,2.86479E+14,6.51986E+14,-2.63821E+14,-4.15642E+14,6
873,4.32147E+14,-3.65265E+14,-1.92896E+14,1.45143E+14,0,-2.7078E+14,0,1,1.86308E+14,-6.36587E+14,1.93064E+13,1.57824E+14,-8.39993E+14,-1.35886E+14,6
874,4.83193E+14,7.32939E+14,4.57479E+14,4.92392E+14,0,1.48375E+14,0,0,1.05449E+14,-2.70864E+14,-1.91051E+14,5.14679E+14,-4.51541E+14,1.35636E+14,6
875,-1.04819E+14,-2.44842E+14,3.98354E+14,3.13188E+14,0,4.07107E+14,0,0,-3.09818E+14,-8.37315E+14,-1.30997E+14,-1.05019E+14,4.1127E+14,1.61466E+14,6
876,-5.3773E+14,-9.13463E+14,8.71354E+14,7.31332E+14,0,-9.08791E+14,0,0,-3.09163E+14,-2.61809E+14,-1.83808E+14,-8.58493E+14,1.27323E+14,6.15152E+14,6
877,-8.95053E+14,-7.49004E+14,5.16604E+13,8.50801E+14,0,-9.08791E+14,0,0,-1.64678E+14,8.18335E+14,-2.5386E+14,-3.38762E+14,-6.38412E+14,-1.09016E+14,6
878,3.30055E+14,-3.63457E+14,1.28523E+14,1.80656E+14,0,1.48375E+14,0,1,-2.52732E+14,2.6328E+14,-5.38647E+14,-3.78615E+14,1.65309E+14,7.24392E+14,6
879,4.32147E+14,4.57033E+14,1.04873E+14,1.20921E+14,0,1.48375E+14,0,1,-2.70842E+14,8.47224E+14,-1.66297E+14,-7.20548E+14,6.21087E+14,-2.4565E+14,6
880,-7.41914E+14,-1.13274E+14,-4.29396E+14,-2.24425E+14,1,-9.08791E+14,0,0,-2.71506E+14,4.00648E+13,-1.85561E+14,8.92604E+14,1.90679E+14,6.74956E+14,6
881,-1.6097E+14,-1.51648E+12,-3.11146E+14,-5.23099E+14,0,-9.08791E+14,0,0,-1.02379E+13,1.58077E+14,6.26342E+14,2.87999E+14,-1.27766E+14,-6.94943E+14,6
882,-1.86493E+14,-2.1195E+14,-7.46462E+14,-6.42568E+14,0,-9.08791E+14,0,0,-2.99884E+14,-3.65053E+13,-1.37843E+14,-4.39427E+14,1.3426E+14,9.04941E+13,6
883,-1.91598E+14,-1.62612E+14,-7.46462E+14,-6.42568E+14,0,1.48375E+14,1,0,-1.87638E+14,-1.21463E+14,-6.87655E+14,-5.32561E+14,6.65297E+14,1.03267E+14,6
884,-8.95053E+14,-1.2972E+14,3.39229E+14,1.93719E+14,0,1.36412E+14,0,1,-8.92227E+13,-3.57876E+14,-2.42819E+14,8.68665E+14,4.0232E+14,5.21984E+14,6
885,-6.39822E+14,-3.10445E+13,-4.88521E+14,-1.41912E+14,0,-9.08791E+14,1,0,-2.00023E+14,1.16973E+14,-5.778E+14,-2.96568E+14,-4.86243E+14,1.03171E+13,6
886,-1.86493E+14,-1.0231E+14,3.39229E+14,3.13188E+14,0,1.48375E+14,1,0,-2.15721E+14,4.87376E+14,-4.1221E+14,3.02438E+14,-4.60578E+14,-2.39117E+14,6
887,-8.44007E+14,1.84741E+14,6.93979E+14,7.91066E+14,1,-9.08791E+14,0,0,-2.27933E+14,2.21881E+13,1.4731E+13,3.59089E+14,-4.58033E+14,-1.24353E+14,6
888,-2.32435E+14,-3.65265E+14,3.39229E+14,9.10536E+14,1,-9.08791E+14,0,0,8.76613E+14,9.68014E+14,2.48086E+14,1.12124E+14,-8.00172E+14,-1.02829E+14,6
889,-9.97145E+14,-2.17432E+14,5.16604E+13,5.52127E+14,0,-9.08791E+14,1,0,-1.96145E+14,2.29993E+14,-5.40286E+14,-2.89799E+14,-6.47608E+14,6.44636E+14,6
890,-3.84591E+14,5.11853E+14,1.16698E+14,8.50801E+14,0,1.44388E+14,0,0,3.33675E+14,1.7604E+13,1.23852E+14,6.41644E+14,-7.16252E+14,-4.85061E+14,6
891,-6.90868E+14,-3.63457E+14,7.53104E+14,7.31332E+14,0,-9.08791E+14,0,0,1.60531E+14,1.78901E+12,1.24303E+14,3.47037E+13,-9.28267E+14,-6.85393E+14,6
892,1.76916E+14,-3.63457E+14,3.39229E+14,9.70271E+14,0,-9.08791E+14,0,0,-3.29523E+14,-8.23463E+14,-1.51567E+14,-1.47788E+14,-3.06644E+14,-1.52517E+14,6
893,-7.92961E+14,-8.58643E+14,-1.8484E+14,-1.65806E+14,0,-9.08791E+14,0,0,-5.84233E+14,8.75127E+14,1.52214E+14,1.28594E+14,3.504E+14,3.66952E+14,6
894,-2.06911E+14,-1.46166E+14,-2.02577E+14,-2.25541E+14,0,-2.7078E+14,0,0,-3.32667E+14,-3.51482E+14,-2.20482E+14,-1.47788E+14,-4.82098E+14,-2.6248E+14,6
895,-7.83144E+14,-6.94184E+14,2.20979E+14,6.71597E+14,0,1.00524E+14,0,0,-3.25477E+14,-2.49189E+14,-1.76605E+14,-1.46609E+14,1.56073E+14,5.01926E+14,6
896,-2.72682E+14,-1.45985E+14,1.81735E+14,1.80656E+14,1,-9.08791E+14,0,1,-5.37159E+14,-1.07707E+14,-6.952E+14,1.20446E+14,3.15714E+14,8.93452E+13,6
897,4.32147E+14,1.82934E+14,1.81735E+14,1.56762E+14,1,-9.08791E+14,0,1,-1.05303E+14,2.5128E+14,-5.29013E+14,2.43719E+14,-2.21179E+14,1.16298E+13,6
898,-4.86684E+14,-6.94184E+14,1.81735E+14,1.62735E+14,1,-9.08791E+14,0,1,-2.02325E+14,1.8972E+14,-6.35106E+14,4.42021E+14,3.05819E+14,-2.54052E+14,6
899,-1.29361E+14,-3.65265E+14,1.81735E+14,1.80656E+14,1,-9.08791E+14,0,1,2.64588E+14,2.54014E+14,3.99602E+14,2.29925E+14,-6.56076E+14,-1.31829E+14,6
900,1.76916E+14,-4.20085E+14,1.28523E+14,1.03001E+14,1,-9.08791E+14,0,1,5.62012E+14,1.46621E+14,7.73291E+14,6.45835E+14,-5.45502E+14,-9.04833E+14,6
901,-3.33545E+14,-9.11656E+14,1.16698E+14,1.20921E+14,1,-9.08791E+14,0,1,3.99443E+13,9.42925E+13,3.8822E+14,3.1814E+14,-6.41015E+14,-1.13889E+14,6
902,2.27963E+14,1.44379E+14,1.04873E+14,9.70271E+14,1,-9.08791E+14,0,1,6.74673E+14,1.78777E+14,2.46606E+14,5.06024E+14,-8.2933E+14,-1.03089E+14,6
903,-3.84591E+14,-2.00805E+13,6.93979E+14,4.32658E+14,0,-9.08791E+14,0,1,3.24578E+14,-1.34044E+14,-1.30882E+14,4.18861E+14,-2.8502E+14,2.26602E+14,6
904,-2.57958E+14,1.82934E+14,-1.92896E+14,5.52127E+14,0,-9.08791E+14,0,0,2.36809E+14,1.52251E+14,4.49353E+13,1.67814E+14,-7.84345E+13,-1.31078E+14,6
905,-4.35638E+14,7.32939E+14,6.93979E+14,3.72923E+14,0,1.404E+14,1,0,-1.65268E+14,-4.75245E+14,-8.51454E+14,-5.36352E+14,-5.9924E+14,1.58359E+14,6
906,1.76916E+14,1.82934E+14,6.34854E+14,3.13188E+14,0,8.4574E+14,0,0,-2.03868E+14,-1.17125E+14,-7.3449E+14,-7.49864E+14,-1.85108E+14,1.19605E+14,6
907,8.91563E+14,2.37753E+14,7.53104E+14,3.72923E+14,0,8.4574E+14,0,0,-3.09993E+14,1.17489E+14,-7.99795E+14,-1.15171E+14,9.21817E+14,-2.35424E+14,6
908,7.48241E+14,-2.55625E+13,5.75729E+14,7.91066E+14,0,1.04512E+14,0,0,-3.05648E+14,-2.62864E+14,-1.2152E+14,-6.4037E+14,3.26079E+14,2.15016E+14,6
909,-5.3773E+14,-1.45985E+14,2.80104E+14,-1.04955E+14,0,-9.08791E+14,0,0,-3.012E+14,-9.35643E+14,-8.2514E+14,-1.15171E+14,2.92265E+14,2.29423E+14,6
910,-1.29361E+14,1.28114E+14,4.57479E+14,4.32658E+14,0,-9.08791E+14,1,0,-1.64821E+14,-5.11423E+14,-9.1228E+14,-2.32629E+14,2.66337E+14,7.69518E+14,6
911,-4.86684E+14,-8.03823E+14,-1.55212E+14,2.53453E+14,0,-3.10656E+14,1,0,-2.01987E+14,3.52579E+14,-4.76275E+14,2.60051E+14,-3.23832E+14,-7.67118E+14,6
912,2.37779E+12,-3.10445E+13,1.02729E+14,1.33984E+14,0,-6.69537E+14,0,0,-2.818E+14,-1.33883E+14,-1.20739E+14,-8.87687E+14,2.66995E+14,2.53378E+13,6
913,5.3424E+14,7.32939E+14,8.71354E+14,3.13188E+14,0,-9.08791E+14,0,0,-2.86358E+14,-1.39243E+14,-1.06044E+14,-9.56507E+14,8.12696E+14,1.6722E+14,6
914,1.40202E+14,1.44379E+14,2.20979E+14,1.93719E+14,0,-9.08791E+14,1,0,-2.12744E+14,3.38565E+14,-5.39962E+14,-6.80069E+14,-5.30644E+14,4.24879E+14,6
915,-6.90868E+14,-7.49004E+14,6.34854E+14,7.91066E+14,0,1.48375E+14,1,0,-1.8627E+12,-3.65401E+14,-6.52267E+14,-1.53431E+14,-4.51035E+14,-1.16637E+14,6
916,3.30055E+14,4.02213E+14,3.39229E+14,3.13188E+14,0,5.6661E+14,0,0,-3.18824E+14,-8.04044E+14,-1.36431E+14,-1.33494E+14,1.31082E+14,2.54403E+14,6
917,2.37779E+12,1.82934E+14,7.53104E+14,-1.04955E+14,0,5.6661E+14,0,0,3.11889E+14,-3.56606E+14,9.35325E+14,5.11487E+14,-4.93627E+14,9.29982E+14,6
918,1.76916E+14,1.84741E+14,6.93979E+14,9.10536E+14,0,-9.08791E+14,0,1,1.27916E+14,4.14238E+13,3.53567E+14,2.17793E+14,-2.57902E+13,-5.18796E+14,6
919,-2.37539E+14,2.37753E+14,-2.52021E+13,1.14947E+14,1,3.47294E+14,0,1,1.27248E+14,1.50157E+14,3.52845E+14,1.18588E+14,-8.54334E+14,-1.07066E+14,6
920,-1.30342E+13,-1.73576E+14,1.34435E+14,1.45143E+14,1,-6.21686E+14,0,1,-1.61632E+14,9.62284E+13,9.79868E+14,1.77554E+14,-3.74918E+14,-1.41663E+14,6
921,-1.30342E+13,-9.11656E+14,6.93979E+14,3.13188E+14,1,-7.49289E+14,0,0,3.02143E+14,1.89419E+13,1.70982E+14,3.60383E+13,-6.71443E+14,5.79683E+13,6
922,-9.46099E+14,-9.68283E+14,-1.55212E+14,6.11862E+13,0,4.07107E+14,1,0,-2.3837E+13,1.60855E+13,8.6527E+14,-1.71463E+14,-4.09142E+14,-8.28079E+14,6
923,-6.39822E+14,-1.07792E+14,6.34854E+14,1.33984E+14,0,-8.2904E+14,1,0,-1.77439E+14,-2.76787E+14,-8.04746E+14,-5.59351E+14,7.31146E+14,1.38634E+14,6
924,3.30055E+14,-3.63457E+14,6.34854E+14,1.38841E+14,0,1.48375E+14,1,0,-1.774E+14,-2.45168E+14,-7.49136E+14,-1.51052E+13,-5.7929E+14,1.39286E+14,6
925,1.2587E+13,-2.55625E+13,2.80104E+14,1.93719E+14,0,-9.08791E+14,1,0,-1.72381E+13,-5.58018E+14,-7.4466E+14,4.81622E+13,-3.50571E+14,1.27808E+14,6
926,3.30055E+14,5.66672E+14,8.71354E+14,1.03001E+14,0,-6.29661E+14,1,0,-1.71512E+14,-3.32533E+14,-7.89086E+14,4.11713E+13,-5.04175E+14,1.16791E+14,6
927,1.76916E+14,-1.45985E+14,1.2261E+14,-5.82833E+14,0,1.2445E+14,0,0,1.97905E+14,-6.51147E+14,-3.34313E+14,2.41072E+14,-1.68423E+14,7.81613E+14,6
928,-5.88776E+14,-6.39364E+14,-7.46462E+14,3.13188E+14,0,-9.08791E+14,0,0,-1.92644E+14,8.82304E+14,-1.43516E+14,-4.51051E+14,-1.8864E+14,6.40213E+14,6
929,-1.30342E+13,-1.2972E+14,-7.46462E+14,3.72923E+14,0,-9.08791E+14,0,0,-9.40598E+14,3.33426E+14,9.22055E+14,1.09178E+14,-4.3681E+14,5.24089E+14,6
930,7.48241E+14,-1.51648E+12,-6.06771E+14,3.72923E+14,0,-9.08791E+14,0,0,-1.97967E+14,-2.61865E+14,-7.32903E+14,-4.35902E+14,-5.7235E+14,1.84991E+14,6
931,-8.44007E+14,6.21492E+14,-1.92896E+14,-3.43894E+14,0,-9.08791E+14,0,0,2.65236E+14,1.59928E+14,1.26167E+14,3.90214E+14,-5.32672E+14,-3.31178E+14,6
932,-5.88776E+14,-6.94184E+14,2.20979E+14,7.91066E+14,0,-7.69226E+14,0,0,2.1549E+14,2.00083E+14,1.52746E+14,2.88608E+14,-5.1597E+14,-9.39787E+14,6
933,-8.44007E+14,-1.07792E+14,-3.70271E+14,-5.82833E+14,0,-9.08791E+14,1,0,-2.36385E+14,1.28984E+14,-1.32846E+14,-7.72499E+14,4.13219E+14,-6.08844E+14,6
934,-2.31453E+14,-1.0231E+14,-1.33771E+13,1.45143E+14,0,1.44388E+14,1,0,-2.1882E+12,8.04218E+14,-2.69853E+14,-7.95767E+14,1.79292E+14,4.4697E+14,6
935,-2.31453E+14,-2.55625E+13,9.30478E+14,-4.52205E+12,0,1.08499E+14,0,0,-2.72236E+14,6.8408E+14,-6.08615E+14,-4.40984E+14,1.52844E+14,-1.35892E+14,6
936,-1.29361E+14,1.82934E+14,3.98354E+14,5.52127E+14,0,-9.08791E+14,0,0,-2.85418E+14,-3.38879E+13,-1.14534E+14,-4.5106E+14,2.29963E+14,1.21471E+14,6
937,1.2587E+13,1.28114E+14,1.04873E+14,1.14947E+14,1,-9.08791E+14,0,0,-3.19446E+14,1.19639E+14,-7.40908E+14,-1.05928E+14,1.31621E+14,3.87977E+14,6
938,-1.80407E+14,-5.29724E+14,4.57479E+14,6.11862E+13,1,-9.08791E+14,0,0,-3.08547E+14,-2.67898E+14,-9.6679E+13,-1.38755E+14,3.41748E+13,5.19009E+14,6
939,7.48241E+14,1.84741E+14,2.20979E+14,1.93719E+14,0,-2.7078E+14,0,0,-2.2461E+14,7.8752E+14,-2.78297E+14,-9.18448E+14,2.77454E+14,-1.85996E+14,6
940,-7.83144E+14,5.11853E+14,1.61854E+14,8.50801E+14,0,-7.09413E+14,0,0,2.085E+14,6.92385E+14,3.84032E+14,2.81278E+14,-4.19988E+14,1.22462E+14,6
941,5.3424E+14,2.37753E+14,2.20979E+14,8.50801E+14,0,-9.08791E+14,0,0,2.373E+14,1.3757E+14,5.82667E+13,1.11661E+14,-5.65439E+14,-2.64102E+14,6
942,7.48241E+14,-2.55625E+13,1.2261E+14,6.11862E+13,0,-9.08791E+14,0,0,-2.42435E+13,-4.30967E+14,-1.08623E+14,-2.52569E+14,5.23633E+14,-7.48203E+14,6
943,2.37779E+12,2.92573E+14,4.36038E+14,4.32658E+14,0,-9.08791E+14,1,0,-1.93111E+14,1.25513E+14,-5.81445E+13,1.97496E+14,3.33682E+14,9.32129E+14,6
944,-5.88776E+14,1.28114E+14,8.12229E+14,6.11862E+13,0,-9.08791E+14,1,0,-1.80356E+14,-2.11202E+14,-7.76527E+14,-6.34476E+14,-4.33551E+14,-1.49791E+14,6
945,1.76916E+14,7.32939E+14,8.12229E+14,1.80656E+14,0,2.8748E+14,0,1,4.98867E+14,-4.06983E+13,-5.24754E+14,1.78194E+14,-9.13045E+14,1.21995E+13,6
946,-2.01807E+12,-3.65265E+14,9.30478E+14,6.71597E+14,0,-9.08791E+14,0,0,-7.91465E+14,1.49703E+14,1.78085E+14,5.53757E+14,-6.56732E+14,3.10355E+14,6
947,1.2587E+13,1.82934E+14,7.53104E+14,7.91066E+14,0,1.48375E+14,0,0,-1.69612E+14,-8.6228E+14,-1.07059E+14,-3.37377E+14,-6.26791E+14,1.80092E+14,6
948,-3.84591E+14,7.32939E+14,2.20979E+14,1.14947E+14,0,-9.08791E+14,0,0,-3.1105E+14,4.96087E+14,-1.0676E+14,-1.21592E+14,2.98253E+14,-3.64375E+14,6
949,-1.29361E+14,4.57033E+14,6.34854E+14,1.56762E+14,0,1.48375E+14,1,0,-2.28553E+14,1.23999E+14,-8.58349E+14,-4.00748E+14,-4.46374E+14,-6.71391E+14,6
950,1.45307E+13,4.57033E+14,1.81735E+14,1.08974E+14,0,1.48375E+14,1,0,-2.1384E+14,3.06874E+14,-5.5366E+14,-7.08703E+14,-6.61371E+14,8.08402E+14,6
951,1.35098E+14,1.44379E+14,1.10785E+14,1.80656E+14,0,1.48375E+14,0,0,-2.45197E+14,-1.27006E+14,-1.61261E+14,1.59142E+12,2.07114E+14,9.91573E+14,6
952,7.38424E+14,1.82934E+14,5.16604E+13,4.92392E+14,0,1.48375E+14,0,0,-2.09807E+14,7.153E+14,-4.09043E+14,-5.0133E+13,-2.52615E+14,5.76898E+13,6
953,2.27963E+14,3.47393E+14,1.28523E+14,7.31332E+14,0,1.48375E+14,0,0,-1.71862E+14,-2.35774E+13,-6.97515E+14,-7.73667E+14,3.20701E+14,6.27363E+14,6
954,1.2587E+13,1.44379E+14,4.57479E+14,4.92392E+14,0,1.28437E+14,0,0,-3.01272E+14,5.59178E+13,-1.13213E+14,-7.33271E+14,6.25043E+14,3.64021E+14,6
955,7.38424E+14,5.11853E+14,1.81735E+14,5.52127E+14,0,-9.08791E+14,0,0,-3.13008E+14,-6.87898E+14,-1.35305E+14,-1.18372E+14,-1.4369E+14,7.03401E+14,6
956,3.81101E+14,6.76312E+14,6.34854E+14,5.52127E+14,0,-9.08791E+14,0,0,-2.16979E+14,9.75761E+13,-2.02263E+13,-5.50869E+13,-3.8314E+14,-6.55495E+14,6
957,5.85286E+14,1.84741E+14,1.6991E+14,1.08974E+14,0,-9.08791E+14,0,0,-2.35471E+14,-2.21143E+14,-1.60342E+14,-7.64845E+14,-3.70475E+14,-5.44202E+14,6
958,5.3424E+14,1.82934E+14,1.16698E+14,8.50801E+14,0,-9.08791E+14,0,0,-2.51227E+14,9.91084E+14,-2.75783E+14,-8.40501E+14,-5.32096E+14,-5.75679E+14,6
959,5.85286E+14,5.11853E+14,5.75729E+14,1.14947E+14,0,1.48375E+14,0,0,-3.17916E+14,-7.25603E+14,-1.09453E+14,-1.35535E+14,-5.32811E+14,2.15853E+14,6
960,5.85286E+14,6.21492E+14,4.57479E+14,5.52127E+14,0,1.48375E+14,0,0,-1.74339E+14,1.18816E+14,-4.22628E+14,7.93175E+14,2.4206E+12,4.2429E+13,6
961,-1.80407E+14,5.11853E+14,4.57479E+14,3.13188E+14,0,6.06486E+14,1,0,-1.91995E+14,9.55846E+14,-6.49446E+14,-6.47433E+14,-4.42926E+14,6.51268E+14,6
962,-2.82499E+14,2.92573E+14,4.57479E+14,6.11862E+13,0,-7.89164E+13,1,0,-2.07907E+14,5.51552E+14,-3.97686E+14,-5.08512E+14,9.75524E+14,5.61693E+14,6
963,6.87378E+14,1.44379E+14,1.04873E+14,8.50801E+14,0,-1.51153E+13,0,0,-2.02999E+14,1.58807E+14,1.48015E+14,6.94308E+14,-2.03944E+14,-1.83603E+14,6
964,4.83193E+14,1.84741E+14,9.30478E+14,1.20921E+14,0,-9.08791E+14,0,0,-1.08519E+14,1.64969E+14,7.65129E+14,4.71947E+14,-5.45209E+14,-5.32352E+14,6
965,2.27963E+14,-1.45985E+14,9.30478E+14,9.10536E+14,0,-9.08791E+14,0,0,-3.12113E+14,6.70311E+14,-1.08913E+14,-9.13334E+14,3.16807E+14,-4.14822E+14,6
966,9.93655E+14,2.37753E+14,1.10785E+14,7.31332E+14,0,-9.08791E+14,0,0,-3.1756E+14,1.92036E+14,-7.96219E+14,-1.2913E+14,2.89843E+14,-1.94841E+14,6
967,7.38424E+14,6.76312E+14,9.30478E+14,8.50801E+14,0,-9.08791E+14,0,0,-3.14272E+14,8.19417E+14,-1.09499E+14,-1.22436E+14,2.62887E+14,-3.07692E+14,6
968,9.42609E+14,5.66672E+14,1.04873E+14,9.10536E+14,0,8.4574E+14,1,0,-1.97066E+14,2.28315E+14,-5.43886E+13,-5.25377E+14,-5.62132E+14,8.66204E+14,6
969,5.85286E+14,3.47393E+14,1.2261E+14,9.10536E+14,0,2.8748E+14,1,0,-1.63589E+14,-4.06884E+14,-8.64697E+13,1.93629E+14,-4.24034E+14,1.05422E+14,6
970,6.36332E+14,1.82934E+14,8.71354E+14,5.52127E+14,0,-9.08791E+14,0,1,-2.41968E+14,-7.8621E+14,-1.14467E+13,2.90614E+14,5.79246E+14,9.04602E+14,6
971,-2.72682E+14,1.82934E+14,5.75729E+14,3.72923E+14,0,-9.08791E+14,0,1,-1.91178E+14,-1.14262E+14,-1.24325E+14,1.43351E+14,-4.12439E+14,1.91595E+14,6
972,2.27963E+14,1.28114E+14,1.40348E+13,5.52127E+14,1,-9.08791E+14,0,1,-1.6471E+14,-9.56307E+14,-1.13715E+14,1.95168E+13,-3.21773E+14,1.47959E+13,6
973,-2.82499E+14,-1.45985E+14,1.52173E+14,7.42491E+13,1,-9.08791E+14,0,1,-2.20707E+14,-2.10886E+14,-8.00896E+14,2.89553E+14,-2.33035E+14,-2.41404E+14,6
974,-2.72682E+14,7.31132E+14,8.12229E+14,3.13188E+14,1,-9.08791E+14,0,1,4.36682E+14,5.73302E+14,-2.9837E+14,6.14832E+14,-5.6912E+14,6.59045E+14,6
975,1.2587E+13,3.47393E+14,9.89603E+14,6.11862E+13,0,-9.08791E+14,0,0,-3.30346E+14,-2.72137E+14,-1.86399E+14,-1.47788E+14,-3.83024E+14,1.14372E+14,6
976,1.2587E+13,2.37753E+14,5.16604E+13,3.13188E+14,0,-9.08791E+14,0,0,-2.16635E+14,2.89481E+14,-4.9571E+14,-7.32807E+13,1.23788E+14,6.84743E+13,6
977,1.76916E+14,7.32939E+14,1.10785E+14,6.11862E+13,0,-9.08791E+14,0,0,-2.88167E+14,4.6205E+14,-1.36145E+14,-1.07044E+14,1.87416E+14,1.91448E+14,6
978,2.79009E+14,-2.00805E+13,1.4626E+14,1.80656E+14,0,-9.08791E+14,0,0,-2.85554E+14,-1.07458E+14,-1.48524E+14,-1.14312E+13,3.88054E+14,1.19221E+14,6
979,2.79009E+14,4.02213E+14,8.12229E+14,6.11862E+13,0,-9.08791E+14,0,0,-2.15643E+14,4.31591E+14,-4.34858E+14,-6.35716E+14,-5.17181E+14,7.43782E+14,6
980,-7.41914E+14,-2.00805E+13,2.20979E+14,9.70271E+14,0,1.04512E+14,1,0,-5.25488E+14,-5.81225E+13,-1.08002E+14,6.08881E+14,-3.14492E+14,9.79785E+13,6
981,-1.80407E+14,3.47393E+14,9.89603E+14,3.72923E+14,0,-9.08791E+14,0,0,-1.64723E+14,-6.42216E+14,-1.07516E+14,5.68725E+14,3.77753E+14,1.104E+14,6
982,5.3424E+14,1.82934E+14,4.57479E+14,7.31332E+14,0,-9.08791E+14,0,0,-3.06504E+14,-9.84008E+14,-1.23321E+14,-8.49749E+14,2.8058E+13,1.66755E+14,6
983,-3.33545E+14,1.28114E+14,-1.25715E+14,1.26894E+14,0,-9.08791E+14,0,0,-1.36219E+14,-1.79781E+14,-1.56939E+14,-6.20148E+13,-3.42497E+14,9.00044E+14,6
984,1.76916E+14,-7.49004E+14,1.04873E+14,4.32658E+14,0,-9.08791E+14,0,0,-2.00062E+13,-1.29983E+14,-8.9691E+13,-6.22224E+14,-4.19144E+14,6.80021E+14,6
985,7.48241E+14,-5.84544E+14,7.53104E+14,5.52127E+14,1,-7.14014E+14,0,0,-3.21314E+14,2.1513E+14,-7.14444E+14,-1.41956E+14,-2.81463E+14,-1.84138E+13,6
986,3.30055E+14,-2.00805E+13,1.34435E+14,4.92392E+14,1,-7.09413E+14,0,0,-2.63087E+14,-1.04085E+14,-1.4628E+14,1.36125E+14,1.01165E+14,1.52185E+14,6
987,-2.72682E+14,-2.00805E+13,6.34854E+14,4.92392E+14,1,-7.09413E+14,0,1,4.55946E+14,1.00543E+14,1.56227E+14,5.65988E+14,-5.02741E+14,4.54329E+12,6
988,3.30055E+14,-6.94184E+14,1.16698E+14,1.08974E+14,1,1.20462E+14,0,1,8.34473E+14,8.64248E+14,9.29556E+13,8.84537E+14,-2.94364E+14,4.68026E+14,6
989,3.81101E+14,2.92573E+14,6.93979E+14,1.20921E+14,1,1.2764E+14,0,0,-3.05519E+14,-5.6388E+14,-9.68923E+14,-9.80588E+14,-3.45743E+14,7.92438E+14,6
990,-1.80407E+14,1.82934E+14,4.57479E+14,5.52127E+14,1,1.16475E+14,0,1,3.76448E+14,1.64068E+14,8.63604E+14,2.22419E+14,-3.2555E+14,1.71375E+14,6
991,3.81101E+14,2.37753E+14,8.12229E+14,1.38841E+14,1,-3.50531E+14,0,1,-8.97933E+13,8.64151E+14,9.60182E+14,3.8867E+14,-3.25266E+14,1.18849E+13,6
992,4.32147E+14,5.11853E+14,9.89603E+14,7.31332E+14,0,1.27977E+14,1,0,-1.56365E+14,-5.0816E+14,-8.92422E+14,-5.89376E+14,-6.3128E+14,9.91216E+14,6
993,-7.83144E+14,2.92573E+14,6.34854E+14,9.10536E+14,0,-9.08791E+14,0,0,2.0877E+14,-7.38729E+14,-4.78192E+14,9.83089E+14,-5.49315E+14,1.2124E+14,6
994,7.48241E+14,1.84741E+14,1.34435E+14,8.50801E+14,0,-9.08791E+14,0,0,-1.71986E+14,1.64766E+14,-6.32281E+14,1.64105E+13,4.73287E+14,1.19784E+14,6
995,-7.83144E+14,7.31132E+14,1.16698E+14,5.52127E+14,0,-9.08791E+14,0,0,-2.91649E+14,-1.61314E+14,-1.23595E+14,2.63766E+14,1.13079E+14,6.01604E+14,6
996,5.85286E+14,6.21492E+14,1.81735E+14,6.11862E+13,0,-9.08791E+14,1,0,-1.76531E+14,-2.51481E+13,-7.41771E+14,-1.96799E+13,-4.2923E+14,9.47753E+13,6
997,-2.78376E+14,3.47393E+14,4.57479E+14,5.52127E+14,0,8.81015E+14,0,0,-1.36174E+14,-1.80267E+14,-5.58866E+14,1.01076E+14,-3.2502E+14,1.13203E+14,6
998,3.81101E+14,4.02213E+14,1.28523E+14,6.71597E+14,0,-9.08791E+14,0,0,-1.06717E+14,-6.85131E+13,-1.25498E+14,2.20868E+14,2.0479E+14,-3.56847E+14,6
999,1.45307E+13,-2.00805E+13,6.93979E+14,1.44815E+14,0,-9.08791E+14,0,0,-3.00422E+14,-1.39072E+13,-1.23648E+14,-9.57133E+14,2.33192E+14,-1.56429E+14,6
1000,4.32147E+14,1.82934E+14,8.71354E+14,9.70271E+14,0,-3.10656E+14,0,0,-1.96249E+14,5.65055E+14,-6.26358E+14,-5.84107E+14,-6.11555E+14,1.33674E+14,6
1001,2.79009E+14,1.82934E+14,9.89603E+14,6.11862E+13,0,1.48375E+14,0,1,-1.2434E+13,5.52205E+14,5.5054E+14,2.87013E+14,-7.71935E+14,1.642E+14,6
1002,-1.80407E+14,1.28114E+14,4.36038E+14,1.03001E+14,0,-9.08791E+14,0,0,-1.17506E+14,2.62518E+14,3.363E+14,5.16323E+14,-1.28072E+14,-1.34593E+14,6
1003,2.79009E+14,1.84741E+14,1.16698E+14,3.72923E+14,0,-9.08791E+14,0,0,-2.20473E+13,4.64063E+14,-6.60682E+13,-4.64797E+14,-2.94148E+14,4.2598E+14,6
1004,1.19784E+14,4.57033E+14,1.28523E+14,1.14947E+14,0,1.48375E+14,1,0,-1.98434E+13,2.62641E+14,-5.29323E+14,-5.34437E+14,-5.34756E+14,9.67414E+14,6
